CpG	Intercept	PanTcell	CD8T	CD4T	NK	Bcell	Mono	Gran
cg00226923	0.908254648552594	0.0218475536904394	-0.0290746444815646	0.019520009724875	0.0349316733273465	-0.891558627613285	0.043308690164259	0.0442108030283962
cg16698623	0.910165601928021	0.0291908471088487	-0.0205090331614662	0.0068070685852062	0.0216508562925718	-0.804918829478583	0.0383423000849344	0.0301016053028316
cg14102807	0.861710374865453	0.0133515467273259	-0.024789511157264	-0.00679169717021715	0.0249064091110884	-0.802710142557113	0.054985251674549	0.0462940463367248
cg14127336	0.883485808414202	0.0483939005799524	-0.0405613173629306	0.0140909168912605	0.0514708954741297	-0.855206370039137	0.0631463970943434	0.0572638103519052
cg24641737	0.0741634195006262	-0.030853038777134	0.000300863984962999	-0.00486344785097266	-0.0115308877837343	0.808367400203855	-0.0336872495057226	-0.0363950545826554
cg20981615	0.528012233377504	-0.40285281488659	0.139389398121522	-0.0200902187680063	-0.450320678179238	0.340397795211808	0.290289848424227	0.188345917504462
cg02600394	0.676748993802917	-0.58788670535406	0.109560272437782	-0.0144754359051254	-0.625757684153874	0.263313671737727	0.246345521715798	0.212156864871862
cg15742700	0.750892456625374	0.0964004593761398	0.0345810838112854	-0.0110280721566924	-0.0084806574711472	-0.71056687859875	-0.670478058278152	0.085036038556365
cg03801286	0.404494948128378	0.505367307880305	-0.0273653942304828	-0.0206240864610779	0.477005435582928	0.510333969805857	-0.332791026095114	-0.339580031988152
cg25634666	0.422947643799856	0.462224480051877	-0.08197443192048	-0.042123962378522	0.46229780349238	0.487363725585318	-0.326553638323634	-0.337897343209014
cg22194129	0.81056330617648	0.0708889114934883	-0.0285475969858766	0.00660029480849171	0.0540247013834297	-0.710247701174984	0.0972964373612346	-0.00916145129145058
cg12089698	0.320025253619297	0.332003268243753	-0.145974170559955	-0.0413877767514531	0.225672648581899	-0.247689108287932	-0.254865290746315	-0.255294020182209
cg23759710	0.579891078111461	0.227647348708722	-0.0215392551916381	-0.0131038283838107	0.163019699028157	0.246366539012421	0.0963928084038928	-0.0759974955340419
cg11283860	0.391204087447826	0.545909084887539	0.00452779250143825	-0.0279228485098114	0.536988370427087	0.547998739741343	-0.191745453066884	-0.316204121103262
cg17356733	0.475461725750112	0.469305598999612	-0.013513968974286	-0.0317843298768872	0.446887363689683	0.463013987262552	-0.375815854420525	-0.378777482142773
cg00113020	0.843608259175099	0.00192749687763248	0.0403852952000484	-0.00560333410463917	-0.00750978705550742	-0.717228322097549	-0.0140643080179776	-0.00586856316856259
cg10161121	0.636040529458778	-0.571022366002796	-0.0105489717557526	0.0105437315050277	-0.56459327235982	0.120232926367912	0.249556191590753	0.246648342339584
cg16280667	0.810584804027961	-0.0527938159936551	0.0352708117294401	-0.150198783831058	0.0539698998415982	-0.746100199236664	0.0735756332856491	0.0788619595139752
cg24777950	0.43023991110125	0.487754169765329	0.00575993603642138	-0.0306990460180164	0.467117316620837	0.482939361372107	-0.337762464477966	-0.332714488716432
cg00546897	0.508681692562308	0.401034674163972	-0.0377680165868217	-0.014784604246198	0.369479952918398	0.349099957447749	-0.418964638537609	-0.174531642525083
cg24211388	0.431347027993679	0.491388590465535	-0.0206507217881299	-0.0224706838679094	0.478754578929701	0.321578741865806	-0.367895663258285	-0.362425662563024
cg18920397	0.533186559748193	-0.494121343773571	0.0135202216692545	0.00704729962809431	-0.445000522847707	-0.447638584596177	0.204256583246059	0.328144016736299
cg02497428	0.913011175643058	0.0349289729187551	-0.00060930639623138	-0.00701119453013509	0.0246506933959098	0.0345817361397683	-0.413493731148817	0.0388892147431822
cg18854666	0.709339512802502	0.231728181292235	-0.00219711321902889	-0.00475546547335495	0.263719634199702	0.128789157837579	-0.6207277448131	-0.11005976244105
cg07728874	0.702942351005065	-0.570128043018425	0.0454935776318878	0.0282743905520487	0.195803831414383	0.227255476933985	0.21856810393161	0.215148428389322
cg24841244	0.586376198849574	-0.537536503668651	0.0139730940844787	0.015957078238827	0.252713880851928	0.313530831905828	0.302737366555851	0.28551763269796
cg02780988	0.737902638224175	0.0648586577231768	-0.045746419331483	-0.0088020740868503	0.0840692575217717	-0.035177454078714	-0.644911579230224	0.0634280022356425
cg17496921	0.286327824277832	0.606625904276921	-0.0045291817115041	-0.00892898998720871	0.549608141245817	0.59607731514049	-0.24276464190428	-0.242919758798629
cg26661623	0.626896056127633	0.277992895186317	0.0134089293691282	-0.0125273845273704	0.289099768243534	0.268556746485566	-0.509658356188194	-0.203886244811189
cg12387247	0.605246625498746	0.225784848498558	-0.00718046729482253	0.0333989957445227	-0.0605551410986175	-0.577906228532149	-0.536800633710924	0.0882051786200938
cg03330678	0.369427987480852	0.547550682094592	-0.0139749763790039	-0.0334537989731728	0.551902033854722	0.500400199297696	-0.294827424393374	-0.298178178181415
cg00619207	0.438441522224125	-0.314009525563578	0.0022794033053247	-0.00789841416276909	-0.313561842217052	0.432252411107767	-0.30388223821799	0.0830344527887707
cg10266490	0.168785175284523	0.481099455413194	-0.144155008558659	0.0269804966734122	0.133548741823091	-0.0339685917307982	-0.125858169581938	-0.124832337957769
cg11456838	0.689799450601593	0.0944156008652786	0.0156925071515303	0.0081890416251876	-0.0233851765571345	-0.570939790966857	-0.00202663230236125	-0.00469354329800441
cg20748065	0.296202967810412	0.643831183918252	-0.0293992915587829	-0.0210352818999266	0.603750264596146	0.597833107762115	-0.272184731762554	-0.267817246333137
cg16098726	0.782593588900933	0.132850361104948	0.0168758000267694	0.0148467124619771	0.123208501926572	-0.647868258961606	0.0333924910357456	-0.025082126397408
cg10853416	0.718446222216315	0.124443361115079	-0.00479633330504449	0.00621856668758935	-0.0380926131513308	-0.642144822267732	-0.637162534247171	0.0269535152834545
cg18589858	0.747643135616529	0.12941251116117	-0.0123513449656557	-0.00030495029639294	0.125283028324785	0.122536737210528	-0.436525218718795	-0.00118135926734571
cg20720686	0.390170058855515	0.462796950131193	-0.00294021793731044	-0.0374399891146	0.45395683116046	0.478007350680354	0.156194556310557	-0.263043827494427
cg23140706	0.477321653290353	0.290448719515292	-0.0930981784537922	-0.0393072343507439	0.334496412655396	0.323644569777062	-0.13769276906543	-0.177248620407262
cg00515905	0.901537466671117	0.0230330499761922	-0.0298343166596783	-0.00720862914352697	-0.547297257565985	0.0414315666317184	0.0383198133122007	0.0288112958034442
cg27485921	0.348606503134606	0.393834603763446	-0.0408837904753759	-0.00869686357004385	0.444937844689832	0.507374157031422	-0.256547250738499	-0.285390017454968
cg15743985	0.27617986391246	0.33740177639404	0.0148047385523895	0.0172119225394581	0.045724174646134	-0.232780968748245	-0.218923887880196	-0.206301385050064
cg10287137	0.511421310922594	0.416676823431128	-0.029959948342391	-0.0471207519016283	0.314397532838348	0.345893659143512	-0.274292087167762	-0.341092533744165
cg04576021	0.690959794410366	0.123315588226324	0.00975639279438657	-0.0117428679686393	0.0657825359198897	-0.605417954955282	-0.00350260881759271	-0.00714893489043701
cg16522484	0.752567951852052	0.103133281478375	-0.000987133328005407	-0.0197170333367776	-0.25892228816898	0.133825798101988	0.102021828080291	-0.0178475143678997
cg27606341	0.410275395110627	0.51545940748857	0.012711245391384	-0.0155725908871778	0.490650709584115	0.33581248665664	-0.338423907406743	-0.332843493809676
cg17399166	0.843921918557361	0.0117852951048311	0.00731112156789752	-0.0127096868697986	0.0656019081546804	-0.667311119887888	-0.108197020424036	0.0467093640951206
cg13578652	0.449974074951973	-0.370693951773015	0.00317689433125393	-0.00461980699488499	-0.318641165226496	0.384988071554716	0.262812024193795	0.160293023938866
cg07730301	0.361213970330416	0.389311964211802	-0.0104942627320866	-0.0125849534950303	0.216117223193165	0.167654610222551	-0.290657348027026	-0.301064570576605
cg25226014	0.482930937039465	-0.398242212044619	0.0356016299874081	-0.0128965974975271	-0.19110903703402	0.273261046287768	0.294934842954104	0.293053512956156
cg25732252	0.43532507639343	0.187908142864984	-0.0064628992128244	0.0635198672703793	0.255011469381547	-0.379059921814605	-0.188600889343998	-0.0693481551775737
cg00974864	0.379791590319774	0.491565032393916	0.00840637599969188	-0.0401403196557785	0.471248535545168	0.507394726420839	-0.265788179880708	-0.305698001519176
cg09303642	0.465741962925237	0.43367219084602	-0.0351744911893478	-0.0159070133668284	0.36194767999045	0.248511049971838	-0.384186271275055	-0.380246237063761
cg08458487	0.361377363459457	0.555257408726863	0.00278013435235052	-0.0264215119602042	0.524695615279663	0.545207709880038	-0.300976800687022	-0.300288778888871
cg11024597	0.401401937030883	0.503366762989944	-0.0088082500050168	-0.0037307250233663	0.37788278116282	-0.0668836703543771	-0.327318545023483	-0.312174944517182
cg13650156	0.461638478026494	0.405982394023448	-0.00604867381519331	-0.0192867299896976	0.378150414062159	0.444339471794362	-0.367053699288862	-0.311464620488599
cg09914304	0.631366957163622	-0.490008992423581	-0.0918528604758399	0.0163151965263804	-0.563361608722521	0.23369442054907	0.2476521906437	0.22780608393151
cg15512851	0.248958290299671	0.501244176881145	0.0557996356659345	0.0405367093856064	-0.0437311256612741	-0.200967770207526	-0.207790732286369	-0.201091684795208
cg02656594	0.326066869967573	0.580528181335349	0.0204412914060928	-0.0237800945788121	0.493478907462971	-0.0704915559874525	-0.229080410777635	-0.224254273960487
cg04784315	0.370245733320094	0.480216833391524	0.00131803335957431	0.000393520772095452	0.442923675793565	0.336034116718684	-0.110897833316574	-0.226140183290189
cg12962778	0.725242829619246	0.1979364537404	0.0109866166437413	-0.0036070208756569	0.144361534123589	0.0808016037219781	-0.529794089621003	-0.0917514046029949
cg02630207	0.7239176665988	0.0639583846724143	0.0194716219181935	-0.0136419503247769	0.0970367084259707	-0.64106299846615	0.0562722225388579	0.0355666003573199
cg25587233	0.579602775508218	0.369693434844709	0.0184727214077622	-0.0289897041332189	0.360809700686202	0.344756695518854	-0.470227958894821	-0.210219703734594
cg26574610	0.808759555851636	0.0525572767595018	-0.0209656861385151	0.00655246635001336	0.0339845687281849	-0.711372253823677	0.0542426592567849	0.0274282658019196
cg27394566	0.71695824772892	0.158909471640113	0.00114222579184359	0.0118263065037404	0.130776448952969	-0.506491427309874	-0.13139241473225	0.0206721556848754
cg02537023	0.518492485166251	0.276908664893158	0.0355876500279581	0.00858964994506906	0.0688932057446551	-0.475029835141682	-0.249689145184408	-0.127889810134701
cg27461196	0.603855462922897	0.305989746769488	-0.043238032669368	-0.00930614937455988	0.32808367697584	0.331988230894823	-0.493663554476954	-0.49336003575384
cg00071250	0.553744319875665	-0.508899864832618	-0.0455866157705345	0.0116835399862125	-0.484592466554267	0.163010842191363	0.299634948178802	0.307277757463845
cg21969640	0.257953662799804	0.556308054280974	0.00539593362428322	0.0322501578590502	0.375814664979383	0.461463070877723	-0.233980080695816	-0.229728671411238
cg07239938	0.36141434981896	0.370683991709254	-0.112594283958443	-0.0289110663695258	0.339813503384532	0.3715247642096	-0.253511953740499	-0.270699536534125
cg22242539	0.444497556896204	0.411216383699765	-0.0969266812353211	-0.00259488186404256	0.408659598441439	0.485792428169182	-0.359879377706669	-0.353465223503529
cg12971694	0.255193415408419	0.539267290744653	0.00366664073518401	0.0711830714853888	-0.0488360181633888	-0.214110902682479	-0.208903125714555	-0.213317439944207
cg20070090	0.35884307403947	0.373708676081757	-0.0341488500165453	-0.0118198876287317	0.23496177144058	0.400926309343262	-0.246722193992195	-0.246551425202692
cg02240622	0.334577794256143	0.436378134108599	0.019058219544029	-0.0320994845085302	0.330912535953197	0.450026287983391	-0.230169334979037	-0.253178062797002
cg22456522	0.809557611095895	0.0328963723057373	-0.0110226833077567	-0.0262328709521007	0.058053825650003	0.0496035388012016	-0.680117807234322	0.0113847389489998
cg15121304	0.793877274842435	0.00187043498882862	0.0174407236968329	0.00621836068729265	-0.146896584705467	-0.56338915090496	0.0632163959974308	0.0853825293779141
cg16097772	0.367764007359695	0.50939764273252	-0.0373191499946175	0.00136007492041616	0.296432074645352	0.396790759401395	-0.29509554128201	-0.277898924815189
cg15937958	0.75103227775806	0.192241505587275	-0.0490795332402463	-0.0159776958352656	0.184668240494967	0.194955905565051	0.147034342223722	-0.142818240251055
cg15880738	0.631897123614415	-0.544872025995712	0.0129678995587374	0.0160110273107479	0.208589028716522	0.266802026802649	0.252243764604479	0.248346349140255
cg18881723	0.121081558885354	-0.0103383622066741	0.0774602533379787	-0.0471550441796978	0.553932841113719	-0.0581621038773347	-0.0599076688774043	-0.0616099713739385
cg14654385	0.412894950258164	0.501372404521947	-0.0114960388835125	-0.00931984408968569	0.377149169046699	-0.00528256395483519	-0.280119851955034	-0.327794661763838
cg12491659	0.22448399414409	0.42320966030624	-0.0636512976580896	-0.0260504670001004	0.292011549432234	-0.123086939617239	-0.116132411832986	-0.107771036711726
cg18557145	0.875964795366986	0.0521532194570138	0.00483854099082043	0.00835677349399138	0.0132787196830476	-0.539264723145572	0.0352970010053446	-0.0108941819860747
cg13253729	0.831210859238073	0.0921196407900544	-0.00846989996100772	-0.00745268752483089	0.0675699773149809	0.0152216407618888	-0.502284979260886	-0.0241724217308772
cg08044694	0.394096683715703	0.528446147924625	0.0266228925481004	-0.0110424878050752	0.461524793992807	0.48517522037116	-0.350989052545195	-0.338920702036241
cg09868035	0.414687128668445	0.335837126307085	0.0216233984935881	-0.0490022900876061	0.165943497123552	0.00700682827068002	-0.353430791676492	-0.339679975009352
cg01980222	0.346901459252641	0.318699140752181	-0.124184449985712	-0.0295000499999431	0.450077158972727	0.408104824096321	-0.250507915227874	-0.201245896752772
cg09830866	0.572993785433055	-0.531721441762633	-0.0146380746007731	0.0034936634676868	-0.493999951822388	-0.0871664804743203	0.263983911103808	0.243260649425019
cg18350391	0.760730218551112	-0.629975702018706	-0.025914011589967	0.00152948972803808	-0.115610963891065	0.120977598037516	0.173635761341487	0.153291968899936
cg07597976	0.715310357869821	0.0783994225455992	0.0400498525283604	-0.00475121259661006	-0.00911886899616243	-0.668521259270124	0.0442309817189822	0.0319575457093566
cg19963522	0.22401526284748	0.506565078176253	0.0796445834418125	0.0452807436914447	0.456115536798015	0.131352133227188	-0.144422866951631	-0.157717994482713
cg03574571	0.306988920326237	0.58017600203215	0.0227874451190828	0.00680774599829403	0.371040963616816	-0.255245503237645	-0.249799192903926	-0.239932693186453
cg09457245	0.513633437315034	0.230377635075482	-0.0403159501966969	-0.00443530915058492	0.231444865884613	-0.271865482765574	-0.272185922663087	-0.0688724893858612
cg24427660	0.483374355426619	0.451734912959205	0.0649669638576102	-0.0134775169889977	0.420261289660545	0.43623244996653	-0.0140512460236522	-0.329230141561355
cg22820108	0.504737909342974	0.355391122438922	0.0117764093571844	-0.0026856363881637	0.260452300269777	0.0534652657437093	-0.291928005948142	-0.206914482951012
cg23815306	0.574930029592868	0.219896803772509	0.0196246166841905	-0.0041549708324373	0.289766625254454	0.206935987224318	-0.154821329360102	-0.103215167072176
cg13053608	0.281188474063116	0.575244242620056	-0.0120345166321353	-0.00855001668528988	0.326140616901416	0.232527042619053	-0.153916594066577	-0.243883415306354
cg02039171	0.680851740332466	0.26277690904054	0.0713194617406676	-0.00291910194440257	0.24147161495235	0.277391770946531	0.0506747177937262	-0.331585703813537
cg26701826	0.308540756166653	0.51943678742045	0.0296932853506816	0.00656849178387634	0.399888526206264	0.557167858434274	-0.0924975145428121	-0.225445384994606
cg11058932	0.546320641935451	0.296511171583017	-0.0174660414400747	-0.00787190724947654	0.283604723483986	0.312063602815588	-0.440513028315175	-0.190671127437279
cg22224704	0.264859434437797	0.500252360710365	-0.0792128722884601	0.0444211317806755	0.0633613884276108	0.0625072337450104	-0.185107162805785	-0.183242970197435
cg15352829	0.336535611482989	0.380313342674867	0.00459486203452596	-0.0194752051880945	0.332690783255481	-0.201024362805937	-0.244421977197247	-0.200195977850716
cg15662251	0.384149051840978	0.390568114850001	-0.0622179666198303	0.0241644833056792	0.249839884538975	-0.296451390159494	-0.14345389182904	-0.163672389328224
cg16967583	0.267898948100231	0.515204342831589	-0.0140830708161849	-0.00731192355277335	0.571600327061985	0.572083910630961	-0.172255351130592	-0.21717282468985
cg25674286	0.556192081472123	0.271217585195945	-0.0602963166045455	0.0124842708398416	0.0706211912832861	0.208628585177493	-0.276151841488212	-0.196059293971191
cg20366831	0.688489266673273	-0.499644683394495	-0.0896120933311582	0.0347993542318551	0.0237898334710696	0.157856799964328	0.231616633307089	0.230983408304449
cg25832796	0.171528429851902	0.384983061322605	0.011140973150656	0.0183086629446405	0.150727398017818	-0.0378041868250344	-0.122487370184346	-0.108395001203302
cg07285167	0.397722825018834	0.521368002009258	0.0317933765110445	-0.0271493275741284	0.505260462898811	0.478439638164337	-0.301879519440104	-0.283299545086904
cg18084554	0.424289816838168	0.507620633581485	0.0171524937614946	-0.0356958503941956	0.492348155376152	0.516674972337735	-0.311691805284134	-0.363068106896574
cg07732037	0.278239342363208	-0.169981811459229	0.00778171862545115	0.00490898785665922	-0.168332894711688	0.381756324301426	0.224948656461797	0.0300432683331668
cg15518883	0.644356026490244	-0.437141862825026	0.00481145280472309	-0.048732625649055	0.259234237366408	-0.198479622657788	0.274278716555171	0.265110533035688
cg18145683	0.529295125893441	0.293728957578469	-0.0121163335546847	-0.0104896960048503	0.299759028968204	0.297912074154803	0.00823923418920881	-0.21768898830301
cg09624565	0.329998249326236	0.228477370555212	0.0912394335640919	-0.0987976390082983	0.225592437916558	-0.248240726517538	-0.247236098696436	-0.252327333256568
cg23756272	0.568385164140064	0.299926472726929	0.00638614847692413	0.0182854289162976	0.125397446525999	0.346094545868445	-0.44344648119593	-0.209214614980725
cg18463686	0.305620559477071	0.506485373522614	-0.0245920851986103	-0.0269576418865938	0.513046070461597	0.529489284604589	-0.170936782563471	-0.201900400708381
cg24612198	0.564616801793229	-0.478301750884221	-0.0140336261594401	0.0023885815705249	0.0375468838601572	0.244133084679124	0.22883317019073	0.23335533415616
cg24091474	0.281875896285053	0.539688820391254	0.00693003339058755	0.0843486833280248	-0.210809199865825	-0.0734175296142035	-0.245000648289208	-0.241619948784736
cg21932814	0.294906760876012	0.423635113002726	0.0151905867704401	-0.0143290364182407	0.397689244635281	0.450299858279296	-0.145790777814401	-0.181660786609602
cg18638581	0.288827426192661	0.555528477321371	0.0230677779532854	0.00434597778320714	0.221942458581268	0.286758789936061	-0.229906756127079	-0.224350579115905
cg18149207	0.795813009606262	-0.353851072073319	-0.0398468560809729	0.0998285291617017	-0.0306695179074233	0.0912197913697344	0.0915797156440673	0.0799292934246097
cg21846903	0.383837554036439	0.401365827798733	0.019104225962985	-0.0317080944807804	0.363842576576257	0.370354823716588	-0.136401775862128	-0.196119577931936
cg07658590	0.331848935193949	0.441752748240324	-0.044069246225548	0.0225917829588968	0.257357883482573	0.196255313299893	-0.141606052461495	-0.197680087353843
cg01623438	0.239665269162362	0.346092341831692	-0.0503403534987944	0.0548465316434909	0.39105534886062	-0.187607177987622	-0.188193482071815	-0.176049831776678
cg11898695	0.812332933137787	-0.048231426786113	0.025342262725322	0.00794289853356389	-0.218491990676839	-0.665793986498533	0.0901013408239281	0.085332915323239
cg22630748	0.655722111745396	0.293230604097189	0.00299519662847509	0.00336656130348137	0.297286200915032	0.2974234159519	0.0803880363515806	-0.21195115287543
cg09358725	0.378363983480055	0.493292380368405	0.0182299931699538	-0.0323929588904057	0.437654848935983	0.407990671259804	-0.257668867573523	-0.229890785299358
cg05868799	0.197603151000686	0.225867263932304	0.0728533413513157	0.028280158268689	-0.0732005335395176	-0.0867990146644339	-0.122425375969934	-0.109743384389331
cg22566906	0.273823099399654	0.312955192707107	-0.0281683778474918	-0.00545274351348136	-0.19243074383067	-0.231524836291968	-0.234602887363016	-0.219387279585571
cg10148841	0.551319511103278	0.296438672289322	0.010997816601091	0.00958415410472314	0.169256116109663	-0.12646449441309	-0.222812031070208	-0.132330473596556
cg11939496	0.478632588864148	0.41819827785924	-0.00135371663023123	-0.0238162542150435	0.391002220300248	0.216036294496768	-0.380328148827505	-0.28145420131053
cg11206634	0.724960216121415	-0.0581237538967495	0.0173339797477165	0.0163650347886926	0.162297413926193	-0.372921923128223	-0.656530644794536	0.138440503093973
cg10275770	0.268713983874928	0.415445710421111	0.0676489736561327	-0.0475756120094909	0.213214021170715	0.125810025303549	-0.182919123961991	-0.190049649437951
cg00134539	0.509429029900191	-0.456633315682049	0.0220038201406003	0.0174283022047062	-0.438862772869125	0.374216900030411	0.34205228295083	0.241891726749581
cg15910079	0.268518433738755	0.474604110547481	-0.101963594851042	-0.0297178097016035	0.319995195797679	0.336035626146782	-0.20806220150609	-0.202462868383433
cg17749456	0.254227145288235	0.502424304412931	0.0685540210969552	-0.0400744268653366	0.223758716543059	0.198643964542278	-0.183779209405108	-0.187800306075137
cg25059899	0.680569270362623	0.213269312991092	0.0117848666719632	0.0105231916396773	0.0921858752151208	0.242914812968538	-0.43578271042393	-0.13245257033974
cg04926244	0.800228352750371	0.0925184605877222	-0.00299460118499353	-0.00287067809403369	0.104488659647649	-0.275831428105349	-0.59559934530057	0.0156116510699928
cg07924575	0.604403934711448	0.269035117186574	-0.0458228158754602	-0.0276847909870491	0.271980754054336	0.274247540119046	0.0183855992046587	-0.190633576815926
cg18034859	0.813563935819631	0.0983505003714737	-0.0282469377286058	-0.0064528621789983	0.110110880998281	0.12353689252377	0.0448647862822498	-0.0754050910696708
cg08176694	0.196387403710496	0.606607496291086	0.0271387499720771	0.0173358499801652	0.33478403259139	0.197744112947342	-0.122662245735691	-0.100735758704854
cg20792833	0.227843805038276	-0.169643224984057	0.0345784227928762	-0.0172085829044975	-0.167608473307832	-0.168231830340124	0.0707494121380123	0.0219768547629375
cg18661868	0.261134830631713	0.278728991180427	0.126556198459845	-0.0851041744847492	-0.125677081406153	-0.0822863818049688	-0.135863583327004	-0.123662518120063
cg08399444	0.456766684019573	0.452604826462525	0.00108330044837886	-0.0216365792619866	0.436394604210914	0.470972440008726	-0.164677018405184	-0.278207494147756
